Date Set,Case No,Location,ParcelID,Eff. Date
12/09/2013,443655,702 INVERNESS AVE,061G00330000,
05/21/2013,443917,2010 STANDARD AVE,041C01950000,06/20/2012
05/14/2013,444443,3346 GRAND AVE,045F00390000,07/05/2012
04/03/2013,444704,3623 WHEELER AVE,065B00870000,01/08/2014
12/05/2013,445304,1400 GARVEY DR,090D00200000,09/10/2013
10/25/2013,445478,1614 ARLING AVE,067E00490000,07/19/2012
12/04/2013,445809,1549 DUMESNIL ST,039B01320000,12/04/2013
03/21/2013,445931,645 MIX AVE,034F00880000,03/21/2013
12/02/2013,445944,1242 EUCLID AVE,063A00630000,07/09/2012
10/04/2013,446426,1919 W MARKET ST,003M00510000,07/12/2012
10/29/2013,446504,2015 ROWAN ST,003G02460000,05/08/2013
10/08/2013,446522,3380 DEARCY AVE,051D01360000,03/28/2013
03/15/2013,446560,2235 7TH STREET RD,063A01100000,07/17/2012
05/16/2013,446576,2335 W HILL ST,040G00870000,07/17/2012
11/12/2013,446945,221 W BURNETT AVE,033B00900000,11/21/2012
12/10/2013,446950,1222 S 15TH ST,039B01720000,03/27/2013
03/20/2013,447629,2535 DUNCAN ST,003E00900000,07/23/2012
10/17/2013,447737,1632 BEECH ST,049D00410000,10/29/2012
04/19/2013,447975,230 E SOUTHERN HEIGHTS AVE,057J01840000,08/14/2012
04/09/2013,448010,2110 BURWELL AVE,041E01040000,12/03/2012
01/14/2013,448047,821 LOUIS COLEMAN JR DR,043G01960000,09/17/2012
01/16/2013,448430,335 GLENDORA AVE,008D00060000,07/31/2012
05/13/2013,448431,1139 LYDIA ST,026C00520000,08/06/2012
01/08/2013,448527,219 S 25TH ST,002C01170000,09/24/2012
02/26/2013,448537,1536 WALTER AVE,067B00170000,08/01/2012
10/01/2013,449151,4205 W MARKET ST,009G01290000,10/01/2013
03/28/2013,449264,2810 DESHLER DR,087K00640000,08/14/2012
01/29/2013,449520,1213 S PRESTON ST,023A00070000,08/10/2012
03/15/2013,449549,508 BRENTWOOD AVE,052F00590000,08/15/2012
01/11/2013,449867,2408 CEDAR ST,002H01590000,10/03/2013
01/22/2013,449868,2412 CEDAR ST,002H01720000,09/17/2012
02/26/2013,449874,2423 CEDAR ST,002C01560000,08/15/2012
03/28/2013,449904,1507 S 35TH ST,049B01460046,08/21/2012
04/02/2013,449937,2215 W MADISON ST,002J00360000,08/16/2012
03/18/2013,450114,517 HEYWOOD AVE,050J00980000,11/21/2012
11/22/2013,450333,2730 HALE AVE,046K00840000,12/03/2012
11/18/2013,450378,2402 W CHESTNUT ST,001B01360000,11/18/2013
05/14/2013,450706,4244 ALLMOND AVE,055K01280000,08/22/2012
09/27/2013,450772,1506 ANNA LN,090F02180037,08/24/2012
03/25/2013,451127,2210 WOODLAND AVE,041B00250000,09/10/2012
04/23/2013,451146,2730 CHASE CT,001F00190000,04/23/2013
10/22/2013,451387,1769 W GAULBERT AVE,041F00740000,08/28/2012
11/15/2013,451592,1816 W CHESTNUT ST,001E00800000,11/15/2013
03/04/2013,451798,2704 DELOR AVE,024L00290000,10/08/2013
11/18/2013,451915,2337 MAGAZINE ST,001C00070000,11/18/2013
05/09/2013,452087,2846 W MARKET ST,002A00350000,12/12/2012
04/08/2013,452095,411 M ST,050F02320000,01/07/2013
02/05/2013,452108,2614 DUNCAN ST,003J00230000,
03/14/2013,452135,1114 ALGONQUIN PKY,063C00080000,12/05/2012
05/09/2013,452641,1004 W ASHLAND AVE,053H00660000,09/13/2012
09/27/2013,452680,226 GHEENS AVE,060E00080000,09/13/2012
03/25/2013,452719,2327 W HILL ST,040G00910000,09/13/2012
10/01/2013,453017,4115 RIVER PARK DR,007B00910000,01/23/2013
02/07/2013,453316,2123 ST LOUIS AVE,041A00240000,09/21/2012
03/29/2013,453323,3234 WELLINGMOOR AVE,081L00320000,09/21/2012
02/26/2013,453826,4321 LONSDALE AVE,067A00060000,10/01/2012
12/09/2013,454049,1744 W GAULBERT AVE,039F00040000,09/28/2012
11/11/2013,454552,1654 W KENTUCKY ST,037D02190000,11/11/2013
03/28/2013,455066,4130 S 5TH ST,052J00920000,10/22/2013
03/19/2013,455143,524 W WOODLAWN AVE,054F00720000,10/10/2012
04/04/2013,455418,103 N KEATS AVE,072B00540000,10/15/2012
03/19/2013,455539,2627 ROWAN ST,003J00650000,10/29/2012
11/19/2013,455712,2727 W MADISON ST,002G00520000,11/19/2013
03/19/2013,455733,222 N 26TH ST,003J00310000,03/19/2013
09/25/2013,455843,2334 W MADISON ST,001C01210000,09/25/2013
02/12/2013,456318,4192 SHERMAN AVE,085B01951181,10/23/2012
03/27/2013,456357,1721 LYTLE ST,015G01630000,10/25/2012
05/30/2013,456753,3510 DEL PARK TER,006G00790000,03/28/2013
11/13/2013,456957,801 S 15TH ST,036J00230000,11/14/2012
01/10/2013,457246,4018 LARKWOOD AVE,007C00140000,11/07/2012
04/12/2013,457484,1212 DRESDEN AVE,052A00250000,11/13/2013
11/25/2013,457823,220 DR W J HODGE ST 2,002E01400000,11/19/2012
11/07/2013,458821,1201 EUCLID AVE,063A00490000,12/07/2012
03/29/2013,459313,3815 7TH STREET RD,090E00010000,12/12/2012
11/18/2013,460425,836 S 12TH ST,036K00580000,
02/22/2013,460769,4181 SHERMAN AVE,085C00450000,02/22/2013
04/29/2013,462213,820 S 40TH ST,043D00860000,01/29/2013
04/25/2013,462611,2115 W KENTUCKY ST,038B00740000,02/04/2013
02/07/2013,462795,1705 ST LOUIS AVE,039C00590000,02/07/2013
04/04/2013,462879,630 S 35TH ST,006G01420000,02/20/2013
10/21/2013,463244,1767 W LEE ST,041F02050000,01/07/2014
02/20/2013,463299,306 S 28TH ST,002A00590000,02/20/2013
04/01/2013,463659,1152 S 26TH ST,046K01110000,02/22/2013
09/27/2013,464052,4336 SADIE LN,090D01480000,03/04/2013
05/01/2013,465101,719 E ST CATHERINE ST,022G00470000,03/14/2013
05/01/2013,465590,1324 OLIVE ST,048E00670000,03/21/2013
10/10/2013,465822,613 N 27TH ST,005F00040000,04/18/2013
12/02/2013,465993,1248 EUCLID AVE,063A00610000,03/28/2013
10/08/2013,466009,1043 S HANCOCK ST,022G00170000,03/28/2013
05/15/2013,466622,3326 VIRGINIA AVE,045J00280000,04/04/2013
04/17/2013,466635,113 N BIRCHWOOD AVE,072F00280000,
05/07/2013,467042,1310 S 26TH ST,048E01620000,05/07/2013
12/11/2013,467087,735 GHEENS AVE,061D00870007,05/14/2013
04/22/2013,467698,534 BRENTWOOD AVE,052F00480018,04/22/2013
11/19/2013,468427,4926 S 2ND ST,060B00810000,04/26/2013
05/01/2013,468713,2224 W ORMSBY AVE,038L00220000,05/01/2013
05/15/2013,468857,2912 GARFIELD AVE,003A00630000,04/29/2013
05/16/2013,468970,3824 HILLCREEK RD,091P00940000,
05/20/2013,469156,1832 W LEE ST,041D00570000,05/10/2013
11/19/2013,469230,1840 W HILL ST,041D02010000,05/01/2013
05/10/2013,469248,1135 EVERETT AVE,075D00670000,05/08/2013
08/14/2013,469971,2415 GARLAND AVE,036F00630000,05/08/2013
11/13/2013,470032,1136 EUCLID AVE,063B00850000,05/09/2013
05/10/2013,470062,1010 BERRY BLVD,052D01580000,05/10/2013
10/29/2013,470205,1544 S 30TH ST,049C01130000,05/10/2013
12/23/2013,470404,5116 REED AVE,061F00360000,10/11/2013
05/14/2013,470534,4307 S 1ST ST,055K00280000,05/14/2013
05/15/2013,470702,3409 CHAUNCEY AVE,049B01600000,05/15/2013
06/10/2013,470729,3807 WEWOKA AVE,011E01180000,05/14/2013
05/21/2013,470806,1300 S 23RD ST,038K00890000,05/21/2013
05/15/2013,470813,3322 VIRGINIA AVE,045J00300000,05/15/2013
11/01/2013,471035,1831 HALE AVE,038F00290000,11/01/2013
05/17/2013,471224,4502 HALE AVE,044D00580000,05/17/2013
11/04/2013,471513,1410 SOUTHGATE AVE,064B00590000,
05/31/2013,471520,1616 S 22ND ST,041D00880000,05/31/2013
12/09/2013,8853,1627 PRENTICE ST,037D02290000,12/09/2013
10/09/2013,20343,1339 S 32ND ST,048C00710000,08/29/2013
12/09/2013,53819,1629 PRENTICE ST,037D02280000,12/09/2013
08/08/2013,93956,3132 GARLAND AVE,046C00920000,04/13/2009
12/12/2013,98579,1447 S 11TH ST,042B00540000,07/24/2008
10/31/2013,100753,643 MIX AVE,034F00890000,10/10/2012
10/24/2013,111678,1512 GALLAGHER ST,037G00730000,10/24/2013
02/15/2013,113944,1420 BERRY BLVD,065A01450000,07/25/2011
12/09/2013,118554,1625 PRENTICE ST,037D02300000,12/09/2013
11/20/2013,125425,2721 MAGAZINE ST,001A00260000,11/20/2013
11/13/2013,131497,1301 DIXIE HWY,039C00950000,11/13/2013
03/22/2013,133351,2311 HOWARD ST,036F02190000,10/11/2012
12/03/2013,134734,1739 WILSON AVE,039C01530000,12/03/2013
04/09/2013,134805,2124 W MADISON ST,001D00720000,08/28/2012
11/25/2013,145883,1307 S 16TH ST,039D01210000,11/25/2013
12/04/2013,148089,1520 DUMESNIL ST,039B00740000,12/04/2013
10/18/2013,151337,1421 HASKIN AVE,067D01010000,03/22/2012
03/29/2013,151917,3409 W KENTUCKY ST,045B00750000,11/15/2011
10/08/2013,152596,1715 GALLAGHER ST,037D00210000,10/08/2013
11/25/2013,152998,1311 S 16TH ST,039D01190000,11/25/2013
12/09/2013,188187,1633 PRENTICE ST,037D02260000,12/09/2013
12/09/2013,0D00907,1609 PRENTICE ST,037D02380000,12/09/2013
11/13/2013,0L00194,1143 DIXIE HWY,037F01000000,11/13/2013
11/15/2013,0V01074,2322 W MUHAMMAD ALI BLVD,002J00560000,11/15/2013
09/12/2013,13PM10740,2603 W KENTUCKY ST,046D01810000,09/12/2013
12/17/2013,13PM11327,2301 W KENTUCKY ST,038A00790000,09/18/2013
09/24/2013,13PM11926,4139 GREENWOOD AVE,044B00070000,09/24/2013
11/19/2013,13PM15806,2716 W MADISON ST,001A01330000,11/19/2013
08/13/2013,13PM1584,3229 HERMAN ST,008H00760000,05/31/2013
11/27/2013,13PM2078,714 S 20TH ST,036B01560000,11/27/2013
11/01/2013,13PM2125,1513 BEECH ST,049D00530000,11/01/2013
10/14/2013,13PM2525,423 N 22ND ST,004J00700000,06/13/2013
07/17/2013,13PM2783,3314 W KENTUCKY ST,045C00290000,06/17/2013
06/19/2013,13PM2947,2615 W MUHAMMAD ALI BLVD,002H00870000,06/19/2013
06/21/2013,13PM3157,356 N 27TH ST,004G00840000,06/21/2013
10/22/2013,13PM4072,523 N 27TH ST,004B00860000,07/09/2013
10/10/2013,13PM4101,124 N 20TH ST,003M01350000,07/09/2013
10/30/2013,13PM4141,1916 W MARKET ST,002F01090000,07/09/2013
08/07/2013,13PM4145,3431 LARKWOOD AVE,008G01540000,09/25/2013
10/28/2013,13PM4414,2722 RODMAN ST,050E00670000,07/13/2013
08/08/2013,13PM4732,618 S 28TH ST,001A00140000,07/14/2013
12/12/2013,13PM6001,1123 W HILL ST,042B00010000,07/24/2013
07/26/2013,13PM6163,2223 CEDAR ST,002D00300000,07/26/2013
08/01/2013,13PM6908,2108 CLEVELAND AVE,004J01380000,08/01/2013
10/29/2013,13PM7189,2139 ROWAN ST,003G02540000,08/05/2013
10/28/2013,13PM7566,2121 BANK ST,004D01330000,08/08/2013
05/17/2013,159498,2015 W BROADWAY,001J00240000,06/01/2012
11/01/2013,160501,1766 W BURNETT AVE,041F01980000,10/03/2012
02/25/2013,198941,2703 W JEFFERSON ST,002B00840000,10/23/2009
08/08/2013,200179,3138 GARLAND AVE,046C00890000,08/23/2010
11/05/2013,203464,913 W LEE ST,042C00630000,11/29/2010
10/09/2013,207271,1745 DUMESNIL ST,039A01070000,10/09/2013
12/04/2013,207275,1755 DUMESNIL ST,039A01030000,12/04/2013
11/13/2013,207965,1147 DIXIE HWY,037F00980000,11/13/2013
04/24/2013,208209,1458 S 9TH ST,042B00970000,01/27/2010
11/27/2013,220546,1104 S 17TH ST,037D00390000,11/27/2013
05/22/2013,222339,3032 PENWAY AVE,040K01830061,10/11/2013
11/13/2013,225743,1303 DIXIE HWY,039C00940000,11/13/2013
04/25/2013,236536,826 S 23RD ST,036F02550000,02/20/2008
10/14/2013,238796,1121 W HILL ST,042B00010000,05/14/2013
11/27/2013,249433,926 DUMESNIL ST,031C00210000,01/26/2007
11/01/2013,250858,535 N 20TH ST,004E01340000,03/23/2010
12/04/2013,258659,1613 DUMESNIL ST,039B01020000,12/04/2013
10/30/2013,259747,1716 W KENTUCKY ST,037D01950000,10/30/2013
10/30/2013,267958,1456 S 12TH ST,042A00670000,06/20/2011
05/10/2013,268020,1743 ST LOUIS AVE,039C00440000,05/23/2007
11/18/2013,273152,329 N 43RD ST,009C00910000,02/15/2012
10/16/2013,280294,1806 LYTLE ST,015G00510000,12/13/2012
03/06/2013,281386,125 BOSTON CT,009H00410000,03/06/2013
10/14/2013,288137,1779 WILSON AVE,039C01080000,11/14/2013
11/27/2013,297874,641 MIX AVE,034F01100000,05/28/2010
05/08/2013,299013,4408 EXLEY CT,044G00670000,03/24/2010
12/20/2013,301435,915 W LEE ST,042C00630000,11/29/2010
11/27/2013,304861,1232 ALGONQUIN PKY,063A00130000,11/03/2011
11/05/2013,311413,921 W LEE ST,042C00520000,11/29/2011
11/04/2013,312293,1955 S 16TH ST,042F00040000,05/15/2012
10/16/2013,319234,1729 HALE AVE,037F01120000,10/16/2013
12/20/2013,319961,1325 S 28TH ST,048E00450000,11/01/2011
10/29/2013,322344,2011 ROWAN ST,003G00550000,03/24/2011
11/11/2013,326922,1854 PORTLAND AVE,015G01070000,07/11/2012
11/04/2013,328858,1953 S 16TH ST,042F00270000,01/02/2013
04/04/2013,336322,208 S 28TH ST,002A00960000,01/09/2013
01/18/2013,338260,531 S 18TH ST,013A00180000,12/07/2012
12/04/2013,339473,1768 DUMESNIL ST,039A00360000,12/04/2013
05/10/2013,344479,3802 MIAMI AVE,011B01040000,03/29/2010
12/03/2013,350990,1786 W HILL ST,041F00910000,10/05/2011
10/17/2013,360783,1519 HALE AVE,037G00520000,10/17/2013
10/17/2013,360896,1521 HALE AVE,037G01450000,10/17/2013
12/09/2013,371827,1713 PRENTICE ST,037D01880000,12/09/2013
04/09/2013,372634,229 STEEDLY DR,059H00750000,08/09/2012
05/10/2013,376222,3800 MIAMI AVE,011B01040000,05/07/2010
05/29/2013,376358,3808 MIAMI AVE,011B01020000,05/07/2010
11/07/2013,379227,220 N 18TH ST,015F00500000,11/29/2012
11/22/2013,379951,1323 CYPRESS ST,048E01330000,
11/20/2013,381132,663 CURRY CT,006F00350000,06/23/2010
11/20/2013,382130,2723 MAGAZINE ST,001A00250000,11/20/2013
11/19/2013,382131,2719 MAGAZINE ST,001A00270000,11/19/2013
12/04/2013,394415,1748 DUMESNIL ST,039A00470000,12/04/2013
11/26/2013,394934,1449 S 11TH ST,042B01270000,12/01/2010
11/12/2013,396073,1441 S 9TH ST,031J02100000,12/08/2010
11/12/2013,396075,1449 S 9TH ST,031J00630000,10/23/2012
10/09/2013,403094,3909 BANK ST,011B00370000,03/30/2011
10/11/2013,403681,1799 WILSON AVE,039C00970000,11/11/2013
10/28/2013,406758,1160 S 15TH ST,037G00360000,03/27/2013
10/29/2013,407424,2333 ROWAN ST,003F00010000,11/01/2012
04/23/2013,407433,2343 W CHESTNUT ST,001C00810000,08/26/2013
10/22/2013,408197,3506 HALE AVE,045H00910000,
12/26/2013,408513,1780 WILSON AVE,039C00730000,
04/11/2013,408626,4016 LARKWOOD AVE,007C00150000,05/20/2011
11/27/2013,408754,1738 WILSON AVE,039C01450000,05/20/2011
11/26/2013,408769,1414 S 9TH ST,042B01180000,05/20/2011
05/15/2013,409129,3502 VERMONT AVE,007H01300000,08/01/2012
10/31/2013,409250,1628 WILSON AVE,039D00510000,06/14/2011
10/25/2013,409931,2719 BANK ST,004B00430000,06/02/2011
05/10/2013,410076,3940 PFLANZ AVE,011B00170000,07/16/2012
04/10/2013,410761,831 S 32ND ST,043H01180000,04/10/2013
10/30/2013,411285,1725 W KENTUCKY ST,037A00190000,10/30/2013
11/11/2013,411650,1607 W KENTUCKY ST,037A00700000,11/11/2013
11/05/2013,411678,225 S 24TH ST,002D00820000,06/14/2011
03/14/2013,412057,909 S 6TH ST,029F00450000,08/09/2011
11/22/2013,412653,2431 MONTGOMERY ST,005F01660000,08/30/2012
03/11/2013,413583,1704 ST LOUIS AVE,039C00300000,06/30/2011
12/30/2013,413587,1708 ST LOUIS AVE,039C00280000,06/30/2011
02/08/2013,414087,512 E ORMSBY AVE,023D00930000,07/14/2011
11/05/2013,414222,1100 W KENTUCKY ST,037J01470000,07/08/2011
05/17/2013,414957,1135 S 15TH ST,037H00130000,10/19/2012
11/15/2013,415249,1829 HALE AVE,038F00300000,11/15/2013
10/30/2013,417629,2009 W MAIN ST,003M01140000,08/08/2011
11/27/2013,419003,714 OAKLAND AVE,031J02030000,12/07/2011
04/04/2013,419057,410 S 26TH ST,002B00290000,08/23/2011
11/07/2013,420295,1809 CONGRESS ST,002F01360000,01/08/2013
10/14/2013,422105,406 N 20TH ST,004K00110000,10/14/2013
12/09/2013,423724,1765 W HILL ST,041F01320000,10/07/2011
11/12/2013,427163,2326 COLUMBIA ST,003F02250000,12/20/2011
11/05/2013,427224,215 N 24TH ST,003F00020000,02/07/2013
10/31/2013,427499,2109 W MUHAMMAD ALI BLVD,002K00710000,12/21/2011
03/20/2013,432296,2530 DUNCAN ST,003E00330000,02/28/2012
11/19/2013,432594,2502 MAGAZINE ST,001G01840000,11/19/2013
05/09/2013,432809,4063 LA SALLE AVE,066G00360000,02/27/2012
05/10/2013,434614,3932 PFLANZ AVE,011B00170000,03/21/2012
11/20/2013,434995,2727 MAGAZINE ST,001A00230000,11/20/2013
11/20/2013,435078,2725 MAGAZINE ST,001A00240000,11/20/2013
02/20/2013,435265,2630 GARLAND AVE,046D02020000,03/30/2012
10/07/2013,435313,315 N 21ST ST,003G01660000,03/30/2012
05/13/2013,435420,4114 WHEELER AVE,066E00730000,04/02/2012
12/11/2013,436825,640 JORDAN AVE,034F01090000,04/12/2012
11/01/2013,437295,1530 W BRECKINRIDGE ST,037B00990000,11/01/2013
10/30/2013,437820,1725 W KENTUCKY ST,037A01860000,10/30/2013
10/31/2013,437848,1741 W KENTUCKY ST,037A00110000,10/31/2013
10/31/2013,437852,1745 W KENTUCKY ST,037A00070000,10/31/2013
11/04/2013,438107,660 DAVIES AVE,034F00550000,10/08/2012
03/11/2013,438138,2705 CHICKASAW AVE,088D00810000,08/04/2012
03/15/2013,438381,115 N 28TH ST,003J00800000,04/27/2012
12/18/2013,438480,1501 CLOVER TRACE PL,090H00700000,
04/10/2013,438529,212 N 26TH ST,003J00720000,07/09/2012
11/27/2013,438920,629 MIX AVE,034F00930000,08/13/2012
10/24/2013,439010,1518 GALLAGHER ST,037G00700000,10/24/2013
03/18/2013,439071,4133 GREENWOOD AVE,044B00090000,03/18/2013
03/01/2013,439207,819 E BURNETT AVE,026F00310000,05/14/2012
04/02/2013,439391,715 E JACOB ST,021B01630000,10/18/2013
10/31/2013,440176,2113 W MUHAMMAD ALI BLVD,002K00690000,07/16/2012
11/06/2013,440933,2201 DUNCAN ST,003F02320000,05/22/2012
10/07/2013,441331,326 N 22ND ST,003F02060000,05/23/2012
10/31/2013,441362,1730 WILSON AVE,039D00010000,05/23/2012
04/29/2013,441407,2100 BOLLING AVE,041C00330000,04/29/2013
10/30/2013,441497,1450 S 11TH ST,042B01420000,05/30/2012
06/12/2013,441800,671 S 39TH ST,006F00770000,05/30/2012
04/10/2013,441930,3228 HERMAN ST,008H00440000,10/17/2013
02/26/2013,442104,406 S 26TH ST,002B00310000,06/21/2012
11/21/2013,442214,1483 OAKWOOD AVE,067B00400000,06/06/2012
03/22/2013,442363,863 S 24TH ST,036F01010000,03/22/2013
11/22/2013,442745,733 COLORADO AVE,034C00090000,06/12/2012
04/02/2013,442967,2236 W CHESTNUT ST,001C00660000,06/14/2012
03/11/2013,443057,324 E ST CATHERINE ST,030K01020000,03/11/2013
03/29/2013,443202,910 S 17TH ST,037A01080000,05/15/2013
10/29/2013,443314,2107 7TH STREET RD,063A00060000,06/26/2012
10/11/2013,443711,1799 WILSON AVE,039C00980000,10/11/2013
11/05/2013,444148,1530 W OAK ST,039B01610000,11/05/2013
09/09/2013,446030,4527 HAZELWOOD AVE,067F00280000,07/06/2012
11/25/2013,446186,1215 S 16TH ST,039B01290000,11/25/2013
05/10/2013,446765,3928 PFLANZ AVE,011B00170000,07/16/2012
08/09/2013,446819,3019 GREENWOOD AVE,046C00160000,07/17/2012
11/11/2013,447567,1314 HEMLOCK ST,048D00390000,07/23/2012
10/22/2013,448523,1509 ANDERSON ST,036D01050000,10/22/2013
07/31/2013,448527,219 S 25TH ST,002C01170000,09/24/2012
11/06/2013,448885,2128 W JEFFERSON ST,002E00240000,08/03/2012
12/20/2013,449086,1139 CECIL AVE,044H00640000,08/06/2012
07/18/2013,449222,827 LOUIS COLEMAN JR DR,043G01990000,09/17/2012
10/31/2013,449856,2219 CEDAR ST,002D00320000,08/15/2012
11/13/2013,449858,2110 W JEFFERSON ST,002E00330000,
11/19/2013,449908,2725 W MADISON ST,002G00530000,11/19/2013
12/18/2013,450003,6400 CLOVER TRACE CIR,090H00700000,11/15/2013
02/26/2013,450023,309 S 32ND ST,008H01070000,08/16/2012
01/10/2013,450724,3143 DEL PARK TER,007K01380000,09/25/2012
11/18/2013,450792,2402 MAGAZINE ST,001G01930000,11/18/2013
04/23/2013,451153,650 S 27TH ST,001F00530000,04/23/2013
04/24/2013,451591,1801 BEECH ST,040B00250000,09/10/2013
02/26/2013,451794,401 S 26TH ST,002C00020000,09/24/2012
04/23/2013,452117,832 MARSHALL ST,017K00400000,10/15/2012
10/16/2013,452949,1733 HALE AVE,037F01090000,10/16/2013
03/22/2013,453544,2519 ELLIOTT AVE,001G01380000,09/21/2012
11/13/2013,453755,1025 DIXIE HWY,037D00950000,11/13/2013
10/01/2013,454170,421 N 42ND ST,011E01460000,10/04/2012
03/20/2013,454758,3908 NORTHWESTERN PKY,011B00790000,01/11/2013
11/18/2013,456357,1721 LYTLE ST,015G01630000,10/25/2012
02/26/2013,456559,535 LOUIS COLEMAN JR DR,007J01340000,11/08/2012
06/19/2013,457566,642 S 26TH ST,001G01280000,11/13/2012
04/11/2013,457803,307 AMY AVE,008F00770000,11/19/2012
01/29/2013,458713,642 DR W J HODGE ST,001H01270000,12/05/2012
04/26/2013,459037,719 COKE ST,022B01700000,12/10/2012
12/11/2013,459313,3815 7TH STREET RD,090E00010000,12/12/2012
11/12/2013,463468,1715 GARLAND AVE,037A01200000,11/12/2013
11/13/2013,463590,1724 GALLAGHER ST,037F01290000,11/13/2013
11/27/2013,464526,317 N 20TH ST,003G02180000,03/21/2013
10/18/2013,465590,1324 OLIVE ST,048E00670000,03/21/2013
10/09/2013,466074,2621 S 5TH ST,050D00580000,03/28/2013
04/26/2013,467323,410 N 44TH ST,009B01190000,04/26/2013
05/10/2013,467850,3804 MIAMI AVE,011B01030000,05/10/2013
04/24/2013,468138,1386 DIXIE HWY,041B01100000,09/10/2013
05/02/2013,468530,2201 ST LOUIS AVE,041A00110000,05/02/2013
05/02/2013,468852,2300 WOODLAND AVE,040J00580000,10/15/2013
05/16/2013,469577,2018 ST LOUIS AVE,041B00880000,05/16/2013
05/13/2013,469611,2709 W CHESTNUT ST,001A01200000,05/13/2013
12/30/2013,470238,1120 W HILL ST,042E00180000,05/10/2013
11/14/2013,470955,311 N 44TH ST,009C00510000,05/15/2013
10/22/2013,471100,629 N 28TH ST,005E00720000,06/19/2013
05/22/2013,471785,1512 W MARKET ST,014A00770000,05/22/2013
